ulasan,apresiasi,kritik
aplikasi error terus dan no respon sidak kepada terima bansos yg langgar tentu utama jabat jabat ke rt an,0,1
aplikasi ini sangat menbantu utk dpt lihat kerja rw dari beberapa daerah pacu kerja tiap rw utk bisa lebih semangat kerja,1,0
hatur nuhun sapa warga sangat bantu tapi kenapa saya tidak bisa isi fitur survey mohon di tinjau kembali,1,1
aplikasi yg keren mudah depan bisa upload video di giat rw,1,1
saya sangat senang dan bantu dengan ada aplikasi sapa warga mudah han sapa warga terus jalan,1,0
bagus dan banyak manfaat trimakasih pa gupenur jbr ada nya aplikasi sapawarga kita sebege rw bisa mengupload giat kita dan bisa aju usul apa saja yg ada di lingkung ke rw kita salam dari saya rw04 desa wado kc wado kb sumedang ke semua bp rw se jbr wasalam,1,0
aplikasi sapawarga sangat bantu seluruh warga jawa barat dan lengkap terimakasih,1,0
sangat bantu dalam dapat informasi dan mudah di acses,1,0
aplikasi yg sangat bantu dan bagus dan di tiap bantu pun saya dapet info dari sapa warga,1,0
sangat bantu dengan aplikasi ini moga bisa lebih mudah untuk bantu warga,1,0
kami lebih cepat dapat informasi dan mengupdate warga lebih cepat dalam hal bantu masa covid,1,0
kurang efektif gimana kalo rw nya gagagl teknology pasti bodo amat sembako alah sasar aja susah ngadunya sembako lama rakyat di kerjain perintah mulu,0,1
cara daftar ga praktis lewat wa tp wa adminnya ga aktif,0,1
sangat sangat bantu dan lebih cepat dapat info se jabar,1,0
kenapa mau login apk ini selalu server tidak merespon tolong d tingkat kan lagi dong biar gampang saya memferivikasi warga saya,0,1
sangat manfaat untuk bagi informasi serta dapat buka wawas kami ajar dari giat rw di luar sana,1,0
tolong ke jajar kait untuk verifikasi lgi data dan fakta lapang,0,1
fitur sudah makin lengkap tetapi masih loading lama,1,1
lebih maksimal lagi servernya kadang kadang suka lot so par so good,1,1
ini gmn daftar gan ko saya malah nyuruh hubungin no wa tapi g ada yg aktip,0,1
mantap sudah baharu kalau bisa update terus,1,1
fitur verifikasi dan validasi tahap ke 2 tdk muncul di apk,0,1
ko aplikasi saya di baharu gak bisa yah cuma sampe 47 tolong bantu,0,1
kami atas nama rw kasih lima bintang sangat bagus dengan ada aplikasi sapawarga ini sangat bantu kami terima kasih kepada bpk gubernur dan jajar,1,0
lama buka nya aplikasi ini loading nya delay bgt,0,1
cctv-nya tidak bisa di lihat cara online ketika buka cctv sedang dalam baik 12-03-2023,0,1
cctv selalu dalam baik silah coba lagi nanti,0,1
aplikasi nya banyak bug ga perhati kah aplikasi nya loading nya lama tapi ga ada hasil sama sekali mohon baik lagi aplikasi nya atau di tarik aja aplikasi nya gausah di taruh di playstore,0,1
aplikasi sering error dan bugs padahal sudah update baik nya server nya kuat karena loading nya lama sekali,0,1
sangat bantu berkat aplikasi ini masyarakat jambi jadi bisa lihat kondisi lalu lintas cara real-time pihak polisi juga bantu karena tiap jadi rusuh atau celaka dapat langsung lihat lalu aplikasi ini saran dari guna aplikasi ini untuk pihak kembang yaitu depan aplikasi ini mampu baca qr dari transportasi yang guna seperti sikoja dan dapat tahu estimasi jalan yang tuju serta saya harap aplikasi ini dapat stabil,1,1
cctv tidak dapat di akses tolong segera di baik,0,1
sudah saya baru dan bisa buka cuma website dukcapilnya belum lengkap fitur searching nya belum ada dan syarat untuk buat akta lahir belum ada atau saya tidak temu,0,1
aplikasi harap di perhati loadingnya lama tapi ujung ujung tidak ada hasil dan mohon aplikasi di baik cepat mungkin,0,1
bnyak bug nya khusus cctv,0,1
mohon baik cepat karena saya orang mahasiswa tidak milik kendara sendiri harap cepat bisa guna bus kota jambi ini sampai tuju dengan bantu aplikasi,0,1
saya menginstal aplikasi ini namun tidak dapat buka aplikasi selalu force close beberapa saat telah loading screen ketika aplikasi pertama buka,0,1
cctv daerah lorong yang lampu jalan atau jalan tikus utama pada titik kordinat telanaipura sipin coba di pasang pak itu lebih rawan karna jalan pintas para kriminal tuk kabur atau motong jalan pintas,0,1
cctvnya banyak tidak dapat di akses tolong baik aplikasi ini benar sangat bantu bagi kami warga kota jambi,0,1
kerrreeen terus benah koja ku makin mantap saran tambahin cctv yg bisa di akses trus ini ga semua cctvnya busa lihat overall cool,1,1
saran bae pak bos kalau bisa perlu tambah lagi aplikasi cek tagih pdam listrik pajak kendara kasih bintang 4 dulu ya,0,1
pada menu didik dalam masih ada aplikasi lain yang harus mendownload lagi sehingga buat memori penuh,0,1
mhon maaf untuk sekarang saya uninstall karena tidak bisa buka dan loding trus mhon segera baik,0,1
aplikasi nya nge bug gak bisa masuk selalu keluar sendiri,0,1
kalau bisa cctv nya tambah dan bisa putar waktu yang belum nya agar bisa lihat jadi belum,0,1
semenjak di-update fiturnya banyak yg tidak bisa akses,0,1
app nya bagus tp saran utk layan publik bagi sehat kalau bisa isi jgn cmn nomor darurat tp nama dan alamat rumah sakit yg layan bpjs dan d situ d ikan saran dan kritik d rmh sakit sebut agar publik dpt tahu berapa cepat layan rumah sakit sebut terus kalau sim keliling masih jalan gk ya min kalau masih jln tambah k layan publik utk tempat pangkal sim keliling utk samsat tambah jam tutup kantor dan syarat utk urus sesuatu,0,1
telah di upgrade fasilitas cctv tidak bisa lagi,0,1
cctv sering mati berita banyak berita lama jarang update udah itu aja,0,1
info tagih kok skrg gak muncul lg kenapa ya,0,1
keren banget ga nyangka jambi udah punya yang kayak begini mudah dong nyari wifi gratis,1,0
kalau di banyak area live cctv ny mungkin jd lbh bagus seperti di tambah live cctv di area simp jelutung adipura dll,0,1
kalau bisa di tambahin aplikasi buat layan ngecek nik kk dan ktp dan laku untuk informasi cek nik kk dan ktp seluruh provinsi jambi terima kasih,0,1
kalau mungkin bisa smp batas kota seperti tlang bakung eka jaya jd kita dapat rasa nyaman wisata dgn transportasi sikoja,0,1
cctvnya bantu tapi saya suka belum update cctvnya tidak bisa zoom lg,1,1
perlu dioptimslkan utk cctv kadang tdk bisa conex,1,1
belum kompatibel dengan android 12,0,1
saya suka sangat senang dan murah lebih murah dari gojek grab,1,0
coba seluruh wilayah kota jambi bisa connect cctv pasti lbih bagus,0,1
aplikasi sikoja bagus sekali bisa bantu untuk lihat cctv,1,0
sangat bantu tapi video kadang tidak bisa buka,1,1
lumayan tapi live cctv simp bi kok ga fungsi juga tempat yang sangat krusial lain seperti simp jelutung simp bata depan wtc arah ancol simp kawat simp rimbo dan tempat penting lain kok tidak ada tolong perhati,1,1
kok live cctv ga bisa di buka dan keluar tulis china,0,1
tempat ibadah ny belum lengkap vihara vihara belum di beri tau kelenteng dan vihara itu beda mohon di baik,0,1
aplikasi sampah tiap masukin nik ga pernah bisa wasting,0,1
mantap gan makasih banyak atas informasi,1,0
kenapa si sering mintak di baru bingung jadi pusing,0,1
aplikasi sering keluar sendiri akhir akhir ini,0,1
mantap cukup bantu informasi,1,0
lumayan baik aplikasi bagus tuk warga jambi,1,0
sudah mantap dan buka informasi moga makin baik lagi kota jambi maju,1,0
sangat manfaat dan guna untuk tahu informasi kota jambi,1,0
tambah cctv yg banyak di aplikasi,0,1
baik nya peta sebar derita covid-19 lebih detail lagi agar masyarakat bisa antisipasi utk kurang aktivitas di daerah sebut,0,1
tolong dong ditambahin cctv nya utama di simpang tanjung lumut,0,1
di app store ga ada ya jd yg pake iphone ga bisa download,0,1
mohon untuk cctv nya tidak bisa akses,0,1
aplikasi bagus saran pak kalau bisa tiap kantor lurah puskesmas dan kantor walikotanya juga di buat juga live jadi rakyat tau pak lurah camat dll hadir apa tidak,1,1
tolong dperhatikan lampu jln di smpg rimbo bnyak yg mati dan hanya hidup sblah kita udah byar ppj trma ksh,0,1
cctv rusak semua y min,0,1
cctv nya banyak yg tidak aktif,0,1
cctv simpang pulai sama bundar museum tanai kenapa tidak ada,0,1
harus nya ada fitur-fitur chat sama operator polres dishub biar adu masyarakat bsa direspon dg cepat,0,1
tolong tambah lagi cctv nya,0,1
cctv error tolong di update,0,1
bagus banget kamera cctv bantu,1,0
kenapa tidak bisa buka aplikasi bis nya,0,1
ngecek tagih air ga bisa kata work from home,0,1
saran medsos twitter ada dong update berita mgkin tambah juga media jambi cara online layan transportasi online kayak yg gojek atau grab satu sisi umkm yg mitra dgn gojek dan grab perlu di tambah,0,1
utk layan bus kapsul trans koja mohon d tambah halteny arah jembatan aurduri 1 dunk tks,0,1
keren sedikit saran min tolong cctv live ny di tambah sama cctv daerah rawan celaka dan daerah rawan jahat,0,1
bagus kali koja trans itu mnlantap,1,0
bagus hanya saja bagus yg buat lapor anonim aja utk jamin rahasia demi aman si lapor,1,1
informasi berita kurang update,0,1
moga kota jambi makin maju mantap,1,0
hampir speechless bisa liat live cctv langsung cuma delay 1 menit sukses dan moga guna bagi masyarakat kota jambi,1,0
sdmoga makin maju agar lebih cepat uodate,1,0
pak cctv kenapa ga bisa di buka,0,1
kenapa tidak bisa di akses ya,0,1
sangat bantu untuk dapat informasi sebar covid 19 di kota jambi,1,0
perlu kembang,0,1
semga depan jambi makin keren dan smga gak ada korup,1,0
keren banget aplikasi nya,1,0
banyak lagi cctv nya om,0,1
sangat bantu aplikasi ini,1,0
aplikasi ap neee mau pantau cctv na kok cuma muter2 liat berita sama aj jgn2 pada tdr cctv di liat subuh2 dr kalimantan lg liat,0,1
bisa keliling kota jambi dgn aman nyaman dan ekonomis,1,0
aplikasi nya sangat bantu,1,0
tiap saat minta baru,0,1
kalau bisa tiap jalan yg rawan pak,0,1
aplikasi kota jambi mantap,1,0
kurang lengkap cctv nya,0,1
sangat manfaat bagi masyarakat kot jambi umum nya welove fasha,1,0
info covid nya kurang update kena peta sebar dan jumlah pdp,0,1
sangat manfaat sekali,1,0
semga depan nya sikoja makin mantap dan jambi lebih maju lgi,1,0
aplikasi si kesal eror gimana nih min,0,1
mantap dan manfaat,1,0
tidak bisa lapor selalu gagal,0,1
aplikasi kren manju terus kota jambi,1,0
sekarang ngak bisa buka,0,1
kok cuma ngecek pdam aja bayar kagak,0,1
bravo pak fasha keren,1,0
ckup bantu nian trmksh,1,0
sangat bantu,1,0
siap bantu jadi kota jambi menjadu kota jambi smart city,1,0
sangaf bantu,1,0
sangat guna sekali,1,0
sangat bantu warga kota jambi,1,0
gk jls ni apps tagih sdh dbayar 2 minggu yll tp info tagih blm jg dhapus bikin org jd streess bgm seeh,0,1
cctv tolong di tambah,0,1
aplikasi yg manfaat,1,0
jadwal sholat hilang,0,1
baik terus,0,1
mau buat lapor kok gagal terus,0,1
jambi luar biasa,1,0
sangat bantu masyarakat kota jambi,1,0
manfaat bagi masyarakat kota jambi,1,0
cctv sikoka kurang banyak,0,1
bagus sekali,1,0
sikojanya bagus banget aku suka,1,0
mantap jambi kece,1,0
pak fasha keren,1,0
bagus cctv nya,1,0
pokoknyo mantab,1,0
satu kata maaannntaaab,1,0
mantap wija boss ku,1,0
enak nian biso ngintai wong,1,0
ay dk jelas jugo itam be pas buka cctv nyo apo dio ooo,0,1
nice,1,0
mantap,1,0
mantap,1,0
kurang mantap,0,1
buruk,0,1
suka,1,0
ok,1,0
cctv dak bs akses,0,1
mantab jambi,1,0
mantap,1,0
inspirasi,1,0
bagus,1,0
kereeeeen sikoja,1,0
oke,1,0
good,1,0
sangat lengkap,1,0
sangat informatif,1,0
jambi smart city keren milenial,1,0
mantaffff,1,0
cukup baik,1,0
mantul,1,0
jambi top,1,0
baik,1,0
aplikasi bagus,1,0
ok,1,0
sangat bagus,1,0
mantap jiwa,1,0
bagus,1,0
sangat baik,1,0
mantap gan,1,0
aplikasi pilih pilih tipe mrek handphone tidak semua handphone bisa download aplikasi ini,0,1
amazing bingittt lh,1,0
apk tai erro bae,0,1
lumayan drpda lumanyun,1,0
mantul min,1,0
keren,1,0
mntep,1,0
pass,1,0
saya mau daftar bkk tpi harus update aplikasi telah update kok baca update lagi versi tolong untuk baik lagi sistem nya,0,1
knp ya ga bisa buka aplikasi tiap klik lgsg tutup lg dengan tulis jadi salah ulang lg beberapa saat lg,0,1
baik lagi biar bisa lancar cari lowong kerja saya udah update tapi bikin kartu kuning malah tolak mulu,0,1
sudah daftar buat kartu kuning tinggal nungguu verifikasi sampai malam pas buka lagi malah sangka bukan warga kota tangerang kenapa ya dan tbtb ga lolos,0,1
ni apk tangeramg live masa tiap hari baru update teruss pagi instal sore pembaruann ya buang paket terus dong,0,1
tolong dong gimana masa panjang npwp gk bisa di tangerang live dan udah coba hubung customer servis di abain tapi di read doang tolong dong pihak dari apk ini mau daftar blk jadi susah sekarang make gituan terimakasih,0,1
selamat pagi min saya baru download aplikasi tetapi saya ga bisa register di keteranganya nik saya sudah daftar padahal saya belum pernah register sama sekali bagaimana cara untuk mperbaiki masalah ini min,0,1
tolong belum beri informasi lalu email wa ke serta latih pasti dahulu sertifikat yg akan di download oleh serta bisa di download karena sudah kali kali di info by email wa sertifikat sudah bisa di download tapi nyata sertifikat tidak bisa di download mohon belum di blast email ke luar dapat pasti lebih dahulu terima kasih,0,1
masih banyak kurang nya menu status untuk apa jika status hanya yang sedia di aplikasi trs tambah buat saran aja tambah menu event latih gitu kalau ada putar tingkat mampu terampil edukasi atau lain pasti manfaat banget bagi kaum muda kaya anak kuliah,0,1
sangat impressed dan interested sekali dgn ada aplikasi ini khusus u warga kota tng masalah telah login and password benar selalu gagal ke home pagenya langsung force closed dan aplikasi tutup begitu juga telah hp di restart hasil tetap sama sudah beberapa kali coba hp sudah compatible dgn aplikasi moga jadi masuk agar lebih baik lagi apalagi sudah go live,1,1
aplikasi crash dan gak bisa buka telah diupdate agar segera baik,0,1
aplikasi sudah bagus beberapa menu sudah dapat bantu dan mudah urus tapi beberapa masih banyak dapat bug bagai contok menu daftar akta lahir aplikasi selalu force close saat akan laku daftar akta lahir team moga depan bug-bug seperti ini segera di baik terima kasih,1,1
tolong metode bayar di tambah dong untuk sewa lapang jangan cuma lewat virtubjb doang ribet soal bagi yg ga punya bjb harus ke atm,0,1
untuk sementara ok iring dengan jalan waktu,1,0
saya pernah bikin kita lahir eh udah jadi kata adminya tapi ga bisa cek untuk di download,0,1
baru mulai pemutahiran data bagus,1,0
aplikasi sering server error force close lihat dari menu aplikasi bagus tapi sayang banget sulit sekali guna lebih untuk perlu jobfair yg harus menscan loker untuk apply tanpa guna cv kalo aplikasi masih bad baik jangan guna scan barcode utk lamar di aplikasi event bagus tp review anjlok karna aplikasi masih belum bagus jadi yah sangat sayang,1,1
sebener nya buat apa aplikasi ini dapat kerja juga kagak,0,1
masa bagi fitur tiap di klik malah suruh ke play store terus yg di trans tangerang kalo mau pake dana atau yg lain kalo mau pake sistem 1x scan 1x transaksi ga perlu masuk menu masuk jumlah kalo seperti itu akan bisa lebih dari satu saya yakin programmer tangerang live lebih alam kalo mau main 1x scan 1x transaksi buat lah tiap x scan kena atau saldo potong tarif kalo ada keluarga 10org terus bayar pake vitur dana scan 10x dan nulis jumlah itu bikin ribet,0,1
