peraturan,sumber
Peraturan Menteri Keuangan sebagai pelaksanaan dari Peraturan Pemerintah ini harus diselesaikan paling lambat 12 (dua belas) bulan terhitung sejak Peraturan Pemerintah ini diundangkan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Setmeneg adalah unsur pembantu Meneg LH yang berada di bawah dan bertanggung jawab kepada
Menteri.",Peraturan Menteri Nomor 9 Tahun 2001
Kearsipan adalah hal-hal yang berkenaan dengan arsip.,Peraturan Menteri Nomor 1 Tahun 2022
"Barang Daerah adalah semua barang berwujud milik
Daerah yang berasal dari pembelian dengan dana
yang bersumber seluruhnya atau sebagian dari APBD
dan atau berasal dari perolehan lainnya yang sah.",Peraturan Menteri Nomor 29 Tahun 2002
Ketentuan lebih lanjut mengenai penunjukan Bank Penampung atau pihak yang menyelenggarakan mekanisme pembayaran lainnya oleh Bank Kustodian sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan BP Tapera.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Setmeneg membawahkan:
Biro Umum;
Biro Perencanaan dan Kerjasama Luar Negeri.",Peraturan Menteri Nomor 9 Tahun 2001
"Setiap tahapan proses Kerja Sama memperhatikan:
kepentingan nasional;
kejelasan tujuan dan hasil;
kemitraan, kesetaraan, dan kebersamaan;
asas musyawarah untuk mufakat dalam setiap
pengambilan keputusan;
konsekuensi ketergantungan;
perencanaan dan keberlanjutan;
indikator kinerja utama yang efektif dan efisien; dan 
kesesuaian dengan peraturan dan perundang-
undangan.",Peraturan Menteri Nomor 2 Tahun 2021
"Pejabat Pimpinan Tinggi Pratama sebagaimana dimaksud
pada ayat (1) huruf c, berwenang mengakses Arsip di
bawah kewenangannya, namun tidak diberikan hak akses
untuk informasi yang terdapat pada Menteri Koordinator
dan Pimpinan Tinggi Madya, kecuali telah mendapatkan
izin.",Peraturan Menteri Nomor 1 Tahun 2022
"Asisten Deputi 2/III mempunyai tugas membantu Deputi III Menteri Negara LH dalam melakukan penyusunan
telaahan staf, pengkajian, evaluasi perancangan, dan perumusan kebijakan hukum Lingkungan yang telah
berlaku, serta melakukan sosialisasi hukum Lingkungan.",Peraturan Menteri Nomor 9 Tahun 2001
"Dalam hal terjadi perubahan data Peserta Pekerja Mandiri, Peserta menyampaikan laporan perubahan data secara lengkap dan benar kepada BP Tapera.",Peraturan Pemerintah Nomor 25 Tahun 2020
"Sumber dana Kerja Sama berasal dari hasil kesepakatan yang
disepakati dalam Naskah Kesepakatan Kerja Sama dan sesuai
dengan ketentuan peraturan perundang undangan.",Peraturan Menteri Nomor 2 Tahun 2021
"Ketentuan mengenai bentuk, isi, dan waktu pelaporan sebagaimana dimaksud pada ayat (1), ayat (2), dan ayat (3) diatur dengan Peraturan BP Tapera.",Peraturan Pemerintah Nomor 25 Tahun 2020
"Biro Umum mempunyai tugas menyelenggarakan pengelolaan dan pelayanan administrasi bagi seluruh unsur di
lingkungan Kantor Meneg LH.",Peraturan Menteri Nomor 9 Tahun 2001
Ketentuan lebih lanjut mengenai tata cara dan bentuk penempatan dan/atau investasi Keuangan Haji diatur dengan Peraturan BPKH.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Tugas pokok Direksi adalah: memimpin, mengurus, dan mengelola Perusahaan sesuai dengan tujuan Perusahaan dan senantiasa berusaha meningkatkan efisiensi dan efektivitas dari Perusahaan; menguasai, memelihara, dan mengurus kekayaan Perusahaan; mewakili Perusahaan di dalam dan di luar Pengadilan baik yang berhubungan dengan maupun yang timbul sebagai akibat dari pelaksanaan tugasnya dimaksud pada huruf a dan huruf b.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Kepala badan investasi pemerintah, komite investasi pemerintah, dan/atau dewan pengawas serta pegawai badan investasi pemerintah dapat diberikan remunerasi berdasarkan tingkat tanggung jawab dan tuntutan profesionalisme yang diperlukan.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Ketua, para Wakil Ketua, dan Sekretaris Satgas Investasi
diberikan honorarium dan fasilitas berupa biaya perjalanan
dinas setara dengan biaya perjalanan dinas Jabatan Pimpinan
Tinggi Madya.",Peraturan Presiden Nomor 11 Tahun 2021
"Batas maksimum sebagaimana dimaksud pada ayat (1) tidak
boleh melebihi 30% (tiga puluh persen) dari modal Bank
Syariah sesuai dengan ketentuan yang ditetapkan oleh Bank
Indonesia.",Undang-Undang Nomor 21 Tahun 2008
Saldo setoran BPIH dan/atau BPIH Khusus terdiri atas setoran BPIH dan/atau BPIH Khusus beserta nilai manfaatnya.,Peraturan Pemerintah Nomor 5 Tahun 2018
BPS BPIH sebagaimana dimaksud pada ayat (1) wajib memiliki produk tabungan Jemaah Haji dalam bentuk rupiah.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Struktur APBD merupakan satu kesatuan yang terdiri
dari Pendapatan Daerah, Belanja Daerah dan
Pembiayaan",Peraturan Menteri Nomor 29 Tahun 2002
"Berdasarkan hasil identifikasi proyek dan konsultasi publik sebagaimana dimaksud pada ayat (2), menteri teknis/pimpinan lembaga menetapkan prioritas proyek yang akan dikerjasamakan dalam daftar prioritas.",Peraturan Pemerintah Nomor 8 Tahun 2007
Pengumpulan dana sebagaimana dimaksud dalam Pasal 5 ayat (1) dilakukan pada Rekening Dana Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
Pelaksanaan investasi sebagaimana dimaksud pada ayat (46) dilakukan untuk jangka waktu lebih dari 12 (dua belas) bulan.,Peraturan Pemerintah Nomor 1 Tahun 2008
"Staf Ahli Bidang Peran Masyarakat mempunyai tugas memberikan telaahan kepada Meneg LH mengenai
peran masyarakat.",Peraturan Menteri Nomor 9 Tahun 2001
"Biaya-biaya yang timbul akibat pengadaan pinjaman siaga
sebagaimana dimaksud pada ayat (1) angka 5 dan ayat (2)
merupakan bagian pembayaran bunga utang.",Undang-Undang Nomor 27 Tahun 2014
Perencanaan Investasi Pemerintah sebagaimana dimaksud pada ayat (1) huruf a diusulkan oleh setiap Badan Investasi Pemerintah.,Peraturan Pemerintah Nomor 1 Tahun 2008
Anggota Direksi tidak boleh mempunyai kepentingan pribadi baik langsung maupun tidak langsung dalam suatu perkumpulan/perusahaan lain yang berusaha/bertujuan mencari laba.,Peraturan Pemerintah Nomor 18 Tahun 1983
Kepala daerah melakukan evaluasi terhadap efektivitas pelaksanaan Pemberian Insentif dan/atau Pemberian Kemudahan yang telah diberikan kepada Masyarakat dan/atau Investor.,Peraturan Pemerintah Nomor 24 Tahun 2019
"Sistem Klasifikasi Keamanan dan Akses Arsip Dinamis
adalah sistem pengelolaan Klasifikasi Keamanan Arsip
Dinamis, Klasifikasi Akses Arsip Dinamis dan Pengamanan
Arsip Dinamis di Kementerian Koordinator Bidang
Kemaritiman dan Investasi.",Peraturan Menteri Nomor 1 Tahun 2022
"Jumlah anggota sebanyak-banyaknya 20 (dua puluh) orang, yang
pengangkatannya dilakukan dengan Surat Keputusan Pimpinan BAPPENAS.",Peraturan Presiden Nomor 10 Tahun 1964
DAU sebagaimana dimaksud pada ayat (1) ditempatkan dan/atau diinvestasikan berdasarkan tingkat atau profil risiko yang rendah.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Pada saat Peraturan Pemerintah ini mulai berlaku: a. Pemberian Insentif dan/atau Pemberian Kemudahan kepada Masyarakat dan/atau Investor yang diberikan sebelum Peraturan Pemerintah ini berlaku, dinyatakan tetap berlaku sampai dengan jangka waktu tersebut berakhir. b. Pemberian Insentif dan/atau Pemberian Kemudahan kepada Masyarakat dan/atau Investor yang sedang diproses, diselesaikan berdasarkan Peraturan Pemerintah Nomor 45 Tahun 2008 tentang Pedoman Pemberian Insentif dan Pemberian Kemudahan Penanaman Modal di Daerah dan peraturan pelaksanaannya.",Peraturan Pemerintah Nomor 8 Tahun 2007
Perusahaan Pembiayaan adalah badan usaha yang melakukan kegiatan pembiayaan untuk pengadaan barang dan/atau jasa.,Peraturan Pemerintah Nomor 8 Tahun 2007
Investasi sebagaimana dimaksud pada ayat (3) huruf b dilaksanakan sesuai ketentuan perundang-undangan yang berlaku.,Peraturan Pemerintah Nomor 8 Tahun 2007
Piutang Daerah adalah jumlah uang yang wajib dibayar kepada Pemerintah Daerah dan/atau hak Pemerintah Daerah yang dapat dinilai dengan uang sebagai akibat perjanjian atau akibat lainnya berdasarkan peraturan perundang-undangan yang berlaku atau akibat lainnya yang sah.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Pelaksanaan tugas dan fungsi Kementerian
Pendidikan, Kebudayaan, Riset, dan Teknologi yang
terkait urusan pemerintahan di bidang ilmu
pengetahuan dan teknologi sebagaimana dimaksud
dalam Pasal t huruf b menggunakan sumber daya
manusia pada Kementerian Pendidikan dan
Kebudayaan serta menggunakan sebagian anggaran
yang bersumber dari Kementerian Riset dan Teknologi/
Badan Riset dan Inovasi Nasional.",Peraturan Presiden Nomor 31 Tahun 2021
"Bank dapat memperkuat keuangannya dengan:
a.bahagian laba dari perusahaan-perusahaan Negara yang
diperuntukkan bagi Bank sebagaimana ditetapkan pada
pasal 18 ayat (2) huruf a Peraturan Pemerintah Pengganti
Undang- undang No. 19 tahun 1960 (Lembaran-Negara tahun
1960 No. 59, Tambahan Lembaran-Negara No. 1989) tentang
Perusahaan Negara.
b.hasil-hasil usaha tersebut pada pasal 6 huruf b sampai
dengan huruf e.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"Pada saat Peraturan Pemerintah ini mulai berlaku, semua peraturan perundang-undangan yang merupakan peraturan pelaksanaan dari Peraturan Pemerintah Nomor 45 Tahun 2008 tentang Pedoman Pemberian Insentif dan Pemberian Kemudahan Penanaman Modal di Daerah (Lembaran Negara Republik Indonesia Tahun 2008 Nomor 88, Tambahan Lembaran Negara Republik Indonesia Nomor 4861), dinyatakan masih tetap berlaku sepanjang tidak bertentangan dengan ketentuan dalam Peraturan Pemerintah ini.",Peraturan Pemerintah Nomor 8 Tahun 2007
Perum Pengerukan berada dalam lingkungan Departemen Perhubungan.,Peraturan Pemerintah Nomor 18 Tahun 1983
"Pemerintah Daerah dapat membentuk Dana
Cadangan guna membiayai kebutuhan dana yang
tidak dapat dibebankan dalam satu Tahun Anggaran.",Peraturan Menteri Nomor 29 Tahun 2002
"Dalam hal melakukan inisiasi Kerja Sama Payung, Pejabat
Pimpinan Tinggi Madya mengajukan inisiasi Kerja Sama
Payung kepada Menteri Koordinator.",Peraturan Menteri Nomor 2 Tahun 2021
"Bidang Pengkajian Hukum Lingkungan I membawahkan:
Subbidang Pengkajian Internal;
Subbidang Pengkajian Eksternal.",Peraturan Menteri Nomor 9 Tahun 2001
"Bank Syariah wajib mengumumkan neraca dan laporan laba
rugi kepada publik dalam waktu dan bentuk yang ditentukan
oleh Bank Indonesia.",Undang-Undang Nomor 21 Tahun 2008
Pemanfaatan Dana Tapera dilakukan untuk pembiayaan perumahan bagi Peserta.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Dengan nama ""Bank Pembangunan Indonesia"" (Indonesian Bank for
Development) didirikan sebuah bank kepunyaan Negara.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"Semua dokumen Kerja Sama yang telah diserahkan kepada
Biro Hukum dipublikasikan secara daring.",Peraturan Menteri Nomor 2 Tahun 2021
"Ketentuan lebih lanjut mengenai tata cara penyediaan, pencairan, dan pengelolaan dana dalam Rekening Induk Dana Investasi sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Menteri Keuangan.",Peraturan Pemerintah Nomor 8 Tahun 2007
Nomor identitas kepesertaan sebagaimana dimaksud pada ayat (1) terhubung dengan nomor identitas tunggal pemodal sebagaimana diadministrasikan oleh lembaga penyimpanan dan penyelesaian.,Peraturan Pemerintah Nomor 8 Tahun 2007
Pelaksanaan investasi dengan cara pembelian surat utang sebagaimana dimaksud pada ayat (43) hanya dapat dilakukan apabila penerbit surat utang memberikan opsi pembelian surat utang kembali.,Peraturan Pemerintah Nomor 1 Tahun 2008
Anggaran tambahan atau perubahan anggaran yang terjadi dalam tahun buku yang sedang berjalan harus diajukan terlebih dahulu kepada Menteri menurut cara dan waktu yang ditetapkan oleh Menteri untuk mendapatkan persetujuan.,Peraturan Pemerintah Nomor 18 Tahun 1983
"Menteri Keuangan, badan investasi pemerintah, badan yang mengelola dana bergulir pada kementerian teknis, dan badan usaha yang menguasai dokumen yang berkaitan dengan pelaksanaan investasi pemerintah wajib menatausahakan dan memelihara dokumen tersebut dengan baik sesuai dengan peraturan perundang-undangan yang berlaku.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Dana Desa sebagaimana dimaksud pada ayat (1)
huruf b direncanakan sebesar Rp9.066.200.000.000,00
(sembilan triliun enam puluh enam miliar dua ratus juta
rupiah).",Undang-Undang Nomor 27 Tahun 2014
"Penetapan tarif layanan sebagaimana dimaksud pada
ayat (2) dan ayat (3) mempertimbangkan paling sedikit
meliputi suku bunga kepada debitur, keperluan 
pembiayaan, tata cara pencairan dana, dan/ atau
wilayah penyaluran.",Peraturan Menteri Nomor 1 Tahun 2021
Menteri Keuangan bertanggung jawab kepada Presiden dari segi hak dan kewenangan investasi serta ketaatan terhadap peraturan atas pelaksanaan penerimaan dan pengeluaran yang berkaitan dengan Investasi Pemerintah.,Peraturan Pemerintah Nomor 1 Tahun 2008
Pengeluaran Penyelenggaraan Ibadah Haji sebagaimana dimaksud pada ayat (1) dilakukan dengan memindahkan dana dari Kas Haji ke kas satuan kerja penyelenggara ibadah haji secara berkala.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Saldo setoran BPIH dan/atau BPIH Khusus, sebagaimana dimaksud pada ayat (1), tidak dapat diambil oleh Jemaah Haji, kecuali Jemaah Haji yang membatalkan porsinya karena meninggal dunia atau alasan lain yang sah sesuai dengan ketentuan peraturan perundang-undangan.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Dalam melaksanakan tugasnya, Tim Koordinasi Terpadu
Percepatan Pembangunan Kesejahteraan di Provinsi
Papua dan Provinsi Papua Barat dapat melibatkan
kementerian/lembaga, pemerintah daerah, dan
pemangku kepentingan terkait.",Peraturan Presiden Nomor 20 Tahun 2020
"Menteri Keuangan menjalankan pengawasan sehari-hari atas
penyelenggaraan pimpinan Bank.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
Perubahan tempat kedudukan dan Kantor Pusat Perusahaan ditetapkan oleh Menteri.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam hal BP Tapera melanggar ketentuan sebagaimana dimaksud dalam Pasal 51 ayat (1), BP Tapera dikenai sanksi administratif berupa peringatan tertulis.",Peraturan Pemerintah Nomor 25 Tahun 2020
"Unit Tata Usaha Perbantuan sebagaimana dimaksud pada ayat (1), secara administratif bertanggung
jawab kepada Kepala Bagian Administrasi dan secara fungsional bertanggung jawab kepada Meneg LH,
Sesmen, para Deputi, dan para Staf Ahli sesuai dengan bidang tugasnya.",Peraturan Menteri Nomor 9 Tahun 2001
"Kelompok Kerja bertanggung jawab dan melaporkan
pelaksanaan tugasnya kepada Komite Pengarah.",Peraturan Presiden Nomor 12 Tahun 2006
"Anggota Direksi diangkat paling lama 5 (lima) tahun dan setelah masa jabatannya berakhir, dapat diangkat kembali.",Peraturan Pemerintah Nomor 8 Tahun 2007
Komite Tapera adalah komite yang berfungsi merumuskan kebijakan umum dan strategis dalam pengelolaan Tapera.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Jika dalam waktu 3 (tiga) bulan setelah permintaan persetujuan anggaran tambahan atau perubahan anggaran diajukan, Menteri tidak memberikan keberatan secara tertulis, maka perubahan anggaran tersebut dianggap telah disahkan.",Peraturan Pemerintah Nomor 18 Tahun 1983
"Bidang Kawasan Budidaya membawahkan:
Subbidang Kawasan Hulu;
Subbidang Kawasan Hilir.",Peraturan Menteri Nomor 9 Tahun 2001
"PSBDT sebagaimana dimaksud pada ayat (14), ditetapkan dalam hal masih terdapat sisa utang, namun: a. Penanggung Utang tidak mempunyai kemampuan untuk menyelesaikannya; dan b. Barang jaminan tidak ada, telah dicairkan, tidak lagi mempunyai nilai ekonomis, atau bermasalah yang sulit diselesaikan.",Peraturan Pemerintah Nomor 14 Tahun 2005
"Anggota Kelompok Kerja sekaligus mewakili Pemerintah
Republik Indonesia dalam Joint Working Group yang dibentuk
oleh Pemerintah Republik Indonesia dan Pemerintah Republik
Singapura.",Peraturan Presiden Nomor 12 Tahun 2006
"Badan Pemeriksa Keuangan berwenang melakukan kontrole atas
penguasaan dan hal mengurus Bank. Hasil pemeriksaan diberitahukan
juga kepada Dewan Pembangunan.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"Setiap pihak yang akan melakukan kegiatan usaha Bank
Syariah atau UUS wajib terlebih dahulu memperoleh izin
usaha sebagai Bank Syariah atau UUS dari Bank Indonesia.",Undang-Undang Nomor 21 Tahun 2008
"Anggota Direksi tidak boleh merangkap jabatan lain, kecuali dengan izin Menteri. Tidak termasuk dalam hal ini, ialah jabatan yang ditugaskan oleh Negara kepadanya.",Peraturan Pemerintah Nomor 18 Tahun 1983
Besarnya modal awal Perusahaan adalah sama dengan nilai seluruh kekayaan negara yang tertanam dalam Unit Pengerukan sebagaimana dimaksud dalam Pasal 2 Peraturan Pemerintah ini berdasarkan penetapan Menteri Keuangan sesuai dengan hasil perhitungan yang dilakukan secara bersama oleh Departemen Keuangan dan Departemen Perhubungan.,Peraturan Pemerintah Nomor 18 Tahun 1983
Isi publikasi sebagaimana dimaksud pada ayat (5) ditetapkan oleh Komisioner.,Peraturan Pemerintah Nomor 8 Tahun 2007
Peraturan Pemerintah ini mulai berlaku pada tanggal 1 Mei 1983.,Peraturan Pemerintah Nomor 18 Tahun 1983
Peraturan daerah yang mengatur Pemberian Insentif dan Pemberian Kemudahan investasi di daerah wajib menyesuaikan paling lama 1 (satu) tahun terhitung sejak Peraturan Pemerintah ini diundangkan.,Peraturan Pemerintah Nomor 24 Tahun 2019
"Deputi Bidang Investasi mempunyai tugas melaksanakan perumusan
kebijakan di bidang investasi.",Peraturan Presiden Nomor 176 Tahun 2000
"Dewan Pembangunan terdiri dari Menteri-menteri yang bertanggung
jawab atas urusan-urusan pembangunan.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"Apabila sampai dengan berakhirnya jangka waktu 10 (sepuluh) hari kerja sebagaimana dimaksud pada poin 2, Pemberi Kerja yang tidak melaksanakan kewajibannya dikenai sanksi denda administratif.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Pendapatan Pajak Perdagangan Internasional sebagaimana
dimaksud pada ayat (1) huruf b direncanakan sebesar
Rp51.503.800.000.000,00 (lima puluh satu triliun lima
ratus tiga miliar delapan ratus juta rupiah), yang terdiri
atas:
a. pendapatan bea masuk; dan
b. pendapatan bea keluar.",Undang-Undang Nomor 27 Tahun 2014
"Pemberi Kerja adalah orang perseorangan, pengusaha, badan hukum, atau badan lainnya yang mempekerjakan tenaga kerja dengan membayar Upah atau imbalan dalam bentuk lain atau penyelenggara negara yang mempekerjakan pegawai Aparatur Sipil Negara, prajurit Tentara Nasional Indonesia, dan anggota Kepolisian Negara Republik Indonesia dengan membayar Gaji sesuai dengan ketentuan peraturan perundang-undangan.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Pengurusan Piutang Negara/Daerah dinyatakan telah optimal, dalam hal telah dinyatakan sebagai PSBDT oleh PUPN.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Dengan Peraturan Presiden ini menugaskan kepada Pusat
Investasi Pemerintah untuk memberikan pinjaman dengan
persyaratan lunak kepada PT Perusahaan Listrik Negara (Persero).",Peraturan Presiden Nomor 9 Tahun 2011
