peraturan1,peraturan2,sumber1,sumber2,similaritas,peraturan1_sebelum_diolah,peraturan2_sebelum_diolah
barang daerah semua barang wujud milik daerah asal dari beli dengan dana sumber seluruh atau bagi dari apbd dan atau asal dari oleh lain sah,barang daerah semua barang wujud milik daerah dari beli dengan dana sumber dari apbd dan atau asal dari oleh lain sah,permen-29-2002-5.pdf,permen-29-2002-5.pdf,selaras,"Barang Daerah adalah semua barang berwujud milik
Daerah yang berasal dari pembelian dengan dana
yang bersumber seluruhnya atau sebagian dari APBD
dan atau berasal dari perolehan lainnya yang sah.","Barang Daerah adalah semua barang berwujud milik
Daerah dari pembelian dengan dana
yang bersumber dari APBD
dan atau berasal dari perolehan lainnya yang sah."
pada saat atur menteri ini mulai laku dan atur menteri uang nomor 96 pmk 05 2018 tentang tarif layan badan layan umum pusat investasi perintah pada menteri uang berita negara republik indonesia tahun 2018 nomor 1099 dan di cabut dan di nyata tidak laku,salur biaya dengan tuju ter tentu di maksud pada ayat 1 paling sedikit liput salur dalam rangka pulih ekonomi dan atau pulih pasca bencana dan atau laku usaha ter dampak kondisi kahar,permen-1-2021-5.pdf,permen-1-2021-5.pdf,netral,"Pada saat Peraturan Menteri ini mulai berlaku, Peraturan
Menteri Keuangan Nomor 96/PMK.05/2018 tentang Tarif
Layanan Badan layanan Umum Pusat Investasi Pemerintah
pada Kementerian Keuangan (Berita Negara Republik
Indonesia Tahun 2018 Nomor 1099), dicabut dan dinyatakan
tidak berlaku.","Penyaluran pembiayaan dengan tujuan tertentu
sebagaimana dimaksud pada ayat (1) paling sedikit
meliputi penyaluran dalam rangka pemulihan ekonomi 
dan/ atau pemulihan pasca bencana 
dan/ atau pelaku usaha terdampak kondisi kahar."
tentu lebih lanjut kena tunjuk bank tampung atau pihak selenggara mekanisme bayar lain oleh bank kustodian di maksud pada ayat 1 di atur dengan atur bp tapera,persentase imbal jasa untuk manajer investasi di tuang dalam kik,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,netral,Ketentuan lebih lanjut mengenai penunjukan Bank Penampung atau pihak yang menyelenggarakan mekanisme pembayaran lainnya oleh Bank Kustodian sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan BP Tapera.,Persentase imbal jasa untuk Manajer Investasi dituangkan dalam KIK.
setmeneg bawah biro umum dan biro rencana dan kerjasama luar negeri,setmeneg ada di atas biro umum dan biro rencana dan kerjasama luar negeri,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Setmeneg membawahkan:
Biro Umum;
Biro Perencanaan dan Kerjasama Luar Negeri.","Setmeneg berada di atas:
Biro Umum;
Biro Perencanaan dan Kerjasama Luar Negeri."
terima pinjam daerah dalam apbd di anggar pada kelompok biaya dan jenis terima daerah dan obyek pinjam dan obligasi sesuai dengan jumlah akan di terima dalam tahun anggar kena,dalam laksana wenang operasional di maksud dalam pasal 2 ayat 2 huruf c menteri selaku bun tetap blu kelola dana bagai o ip,permen-29-2002-5.pdf,permen-53-2020-5.pdf,netral,"Penerimaan Pinjaman Daerah dalam APBD
dianggarkan pada Kelompok Pembiayaan, Jenis
Penerimaan Daerah, Obyek Pinjaman dan Obligasi,
sesuai dengan jumlah yang akan diterima dalam
Tahun Anggaran berkenaan;","Dalam melaksanakan kewenangan operasional
sebagaimana dimaksud dalam Pasal 2 ayat (2) huruf
c, Menteri selaku BUN menetapkan BLU pengelola
dana sebagai O IP."
rincian program menteri negara lembaga dapat di guna bagai dasar terbit sbsn di tetap oleh menteri uang telah kesah undang undang apbn tahun anggar 2015 dan tetap atur presiden kena rincian apbn tahun anggar 2015,subbidang sumber dana lingkung punya tugas laku siap bahan koordinasi dan telaah staf dan kaji dan evaluasi serta susun rancang rumus bijak di bidang sumber dana lingkung,uu-27-2014-2.pdf,permen-9-2001-5.pdf,netral,"Rincian program Kementerian Negara/Lembaga yang dapat
digunakan sebagai dasar penerbitan SBSN ditetapkan oleh
Menteri Keuangan setelah pengesahan Undang-Undang
APBN Tahun Anggaran 2015 dan penetapan Peraturan
Presiden mengenai Rincian APBN Tahun Anggaran 2015.","Subbidang Sumber Pendanaan Lingkungan mempunyai tugas melakukan penyiapan bahan koordinasi,
telaahan staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan di bidang sumber
pendanaan Lingkungan."
besar simpan serta di maksud pada ayat 1 untuk serta kerja di tanggung sama oleh beri kerja besar 0 dan 5 nol koma lima persen dan kerja besar 2 5 dua koma lima persen,bp tapera tetap imbal jasa untuk bank kustodian dalam administrasi dan menatausahakan dana tapera,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,netral,"Besaran Simpanan Peserta sebagaimana dimaksud pada ayat (1) untuk Peserta Pekerja ditanggung bersama oleh Pemberi Kerja sebesar 0,5% (nol koma lima persen) dan Pekerja sebesar 2,5% (dua koma lima persen).",BP Tapera menetapkan imbal jasa untuk Bank Kustodian dalam mengadministrasikan dan menatausahakan Dana Tapera.
tiap tahap proses kerja sama perhati penting nasional dan jelas tuju dan hasil dan mitra dan tara dan dan sama dan asas musyawarah untuk mufakat dalam tiap ambil putus dan konsekuensi gantung dan rencana dan lanjut dan indikator kerja utama efektif dan efisien dan dan sesuai dengan atur dan undang undang,dokumen anggar satu kerja di maksud pada ayat 3 muat dapat dan belanja tiap perangkat daerah di guna bagai dasar laksana oleh guna anggar,permen-2-2021-5.pdf,permen-29-2002-5.pdf,netral,"Setiap tahapan proses Kerja Sama memperhatikan:
kepentingan nasional;
kejelasan tujuan dan hasil;
kemitraan, kesetaraan, dan kebersamaan;
asas musyawarah untuk mufakat dalam setiap
pengambilan keputusan;
konsekuensi ketergantungan;
perencanaan dan keberlanjutan;
indikator kinerja utama yang efektif dan efisien; dan 
kesesuaian dengan peraturan dan perundang-
undangan.","Dokumen Anggaran Satuan Kerja sebagaimana
dimaksud pada Ayat
(3) memuat Pendapatan dan Belanja setiap Perangkat
Daerah yang digunakan sebagai dasar pelaksanaan
oleh Pengguna Anggaran."
informasi di kecuali informasi tidak dapat di akses oleh publik di atur dalam atur undang undang di bidang buka informasi publik,informasi di kecuali informasi tidak dapat di akses oleh kelompok ter tentu di atur dalam atur undang undang di bidang buka informasi publik,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi,"Informasi yang Dikecualikan adalah informasi yang tidak
dapat diakses oleh publik sebagaimana diatur dalam
peraturan perundang-undangan di bidang keterbukaan
informasi publik.","Informasi yang Dikecualikan adalah informasi yang tidak
dapat diakses oleh kelompok tertentu sebagaimana diatur dalam
peraturan perundang-undangan di bidang keterbukaan
informasi publik."
pegang kas tiap orang di tunjuk dan di serahi tugas laksana giat bendahara dalam rangka laksana apbd di tiap unit kerja guna anggar,pegang kas tiap orang di tunjuk dan di serahi tugas laksana giat bendahara dalam rangka laksana apbn di tiap unit kerja guna anggar,permen-29-2002-5.pdf,permen-29-2002-5.pdf,kontradiksi,"Pemegang Kas adalah setiap orang yang ditunjuk dan
diserahi tugas melaksanakan kegiatan
kebendaharaan dalam rangka pelaksanaan APBD di
setiap unit kerja Pengguna Anggaran.","Pemegang Kas adalah setiap orang yang ditunjuk dan
diserahi tugas melaksanakan kegiatan
kebendaharaan dalam rangka pelaksanaan APBN di
setiap unit kerja Pengguna Anggaran."
jabat pimpin tinggi pra tama di maksud pada ayat 1 huruf c dan wenang akses arsip di bawah wenang dan namun tidak di beri hak akses untuk informasi ter dapat pada menteri koordinator dan pimpin tinggi madya kecuali telah dapat izin,jabat pimpin tinggi pra tama di maksud pada ayat 1 huruf c dan tidak wenang akses arsip di bawah wenang dan namun di beri hak akses untuk informasi ter dapat pada menteri koordinator dan pimpin tinggi madya tanpa perlu dapat izin,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi,"Pejabat Pimpinan Tinggi Pratama sebagaimana dimaksud
pada ayat (1) huruf c, berwenang mengakses Arsip di
bawah kewenangannya, namun tidak diberikan hak akses
untuk informasi yang terdapat pada Menteri Koordinator
dan Pimpinan Tinggi Madya, kecuali telah mendapatkan
izin.","Pejabat Pimpinan Tinggi Pratama sebagaimana dimaksud pada ayat (1) huruf c, tidak berwenang mengakses Arsip di bawah kewenangannya, namun diberikan hak akses untuk informasi yang terdapat pada Menteri Koordinator dan Pimpinan Tinggi Madya tanpa perlu mendapatkan izin."
aset bp tapera dapat di guna untuk giat operasional bp tapera atau atau investasi bp tapera,aset bp tapera dapat di guna untuk giat operasional bp tapera atau atau investasi bp tapera,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,Aset BP Tapera dapat digunakan untuk kegiatan: a. operasional BP Tapera; atau b. investasi BP Tapera.,Aset BP Tapera dapat digunakan untuk kegiatan: a. operasional BP Tapera; atau b. investasi BP Tapera.
tunjuk bps bpih di maksud dalam pasal 10 ayat 3 dan ayat 4 di laku lalu proses pilih dan tetap,tunjuk bps bpih di maksud dalam pasal 10 ayat 3 dan ayat 4 di laku lalu proses pilih dan tetap,pp-5-2018-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,Penunjukan BPS BPIH sebagaimana dimaksud dalam Pasal 10 ayat (3) dan ayat (4) dilakukan melalui proses pemilihan dan penetapan.,Penunjukan BPS BPIH sebagaimana dimaksud dalam Pasal 10 ayat (3) dan ayat (4) dilakukan melalui proses pemilihan dan penetapan.
atur daerah di maksud pada ayat 5 tetap tuju dan besar dan dan sumber dana cadang serta jenis program giat di biaya dari dana cadang ter sebut,atur daerah di maksud pada ayat 5 tetap besar dan tuju dan dan sumber dana cadang serta jenis program giat di biaya dari dana cadang ter sebut,permen-29-2002-5.pdf,permen-29-2002-5.pdf,selaras,"Peraturan Daerah sebagaimana dimaksud pada Ayat
(5) menetapkan tujuan, besaran, dan sumber Dana
Cadangan serta jenis program/kegiatan yang dibiayai
dari Dana Cadangan tersebut.","Peraturan Daerah sebagaimana dimaksud pada Ayat
(5) menetapkan besaran, tujuan,  dan sumber Dana
Cadangan serta jenis program/kegiatan yang dibiayai
dari Dana Cadangan tersebut."
unit olah unit kerja pada cipta arsip punya tugas dan tanggung jawab olah semua arsip kait dengan giat cipta arsip di lingkung,unit olah unit kerja pada cipta arsip punya tugas dan tanggung jawab olah seluruh arsip kait dengan giat cipta arsip di lingkung,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras,"Unit Pengolah adalah unit kerja pada Pencipta Arsip yang
mempunyai tugas dan tanggung jawab mengolah semua
Arsip yang berkaitan dengan kegiatan penciptaan Arsip di
lingkungannya.","Unit Pengolah adalah unit kerja pada Pencipta Arsip yang
mempunyai tugas dan tanggung jawab mengolah seluruh
Arsip yang berkaitan dengan kegiatan penciptaan Arsip di
lingkungannya."
serta jadi milik unit serta investasi,serta jadi milik unit serta investasi,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,Peserta menjadi pemilik unit penyertaan investasi.,Peserta menjadi pemilik unit penyertaan investasi.
asisten deputi 2 iii punya tugas bantu deputi iii menteri negara lh dalam laku susun telaah staf dan kaji dan evaluasi ancang dan dan rumus bijak hukum lingkung telah laku dan serta laku sosialisasi hukum lingkung,mohon ubah guna tenaga kerja asing di maksud dalam ayat 1 di aju 2 dua rangkap dengan guna formulir model iii ter dapat pada lampir,permen-9-2001-5.pdf,permen-38-1999-5.pdf,netral,"Asisten Deputi 2/III mempunyai tugas membantu Deputi III Menteri Negara LH dalam melakukan penyusunan
telaahan staf, pengkajian, evaluasi perancangan, dan perumusan kebijakan hukum Lingkungan yang telah
berlaku, serta melakukan sosialisasi hukum Lingkungan.","Permohonan perubahan penggunaan tenaga kerja asing sebagaimana dimaksud dalam
ayat 1 diajukan 2 (dua) rangkap dengan menggunakan formulir Model III sebagaimana
terdapat pada Lampiran 8."
segala biaya di perlu bagi laksana tugas satgas investasi dan sekretariat satgas investasi dan dan tim laksana di beban pada anggar dapat dan belanja negara lalu anggar belanja menteri investasi badan koordinasi tanam modal,segala biaya di perlu bagi laksana tugas satgas investasi dan sekretariat satgas investasi dan dan tim laksana tidak di beban pada anggar dapat dan belanja negara lalu anggar belanja menteri investasi badan koordinasi tanam modal,perpres-11-2021-4.pdf,perpres-11-2021-4.pdf,kontradiksi,"Segala biaya yang diperlukan bagi pelaksanaan tugas Satgas
Investasi, Sekretariat Satgas Investasi, dan Tim Pelaksana
dibebankan pada Anggaran Pendapatan dan Belanja Negara
melalui Anggaran Belanja Kementerian Investasi/Badan
Koordinasi Penanaman Modal.","Segala biaya yang diperlukan bagi pelaksanaan tugas Satgas
Investasi, Sekretariat Satgas Investasi, dan Tim Pelaksana
tidak dibebankan pada Anggaran Pendapatan dan Belanja Negara
melalui Anggaran Belanja Kementerian Investasi/Badan
Koordinasi Penanaman Modal."
dalam laksana tugas dan fungsi tim laksana di maksud dalam pasal 9 di dukung oleh sekretariat,mohon untuk oleh rptk di maksud dalam ayat 1 bagi usaha surat tuju tanam modal di keluar oleh gubernur kepala daerah propinsi dalam hal ini ketua bkpmd di aju kepada ketua bkpmd,perpres-20-2020-4.pdf,permen-38-1999-5.pdf,netral,"Dalam melaksanakan tugas dan fungsinya, Tim
Pelaksana sebagaimana dimaksud dalam Pasal 9
didukung oleh Sekretariat.","Permohonan untuk memperoleh RPTK sebagaimana yang dimaksud dalam ayat (1)
bagi perusahaan yang surat persetujuan penanaman modalnya dikeluarkan oleh
Gubernur Kepala Daerah Propinsi dalam hal ini Ketua BKPMD, diajukan kepada
Ketua BKPMD."
wajib timbul di maksud pada ayat 3 bukan rupa rugi uang negara,wajib timbul bukan rupa rugi uang negara,uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras,"Kewajiban yang timbul sebagaimana dimaksud pada ayat
(3) bukan merupakan kerugian keuangan negara.",Kewajiban yang timbul bukan merupakan kerugian keuangan negara.
dalam hal ter jadi ubah data serta kerja mandiri dan serta sampai lapor ubah data cara lengkap dan benar kepada bp tapera,dalam hal ter jadi ubah data serta kerja mandiri dan serta sampai lapor ubah data cara lengkap dan benar kepada bp tapera,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,"Dalam hal terjadi perubahan data Peserta Pekerja Mandiri, Peserta menyampaikan laporan perubahan data secara lengkap dan benar kepada BP Tapera.","Dalam hal terjadi perubahan data Peserta Pekerja Mandiri, Peserta menyampaikan laporan perubahan data secara lengkap dan benar kepada BP Tapera."
jumlah pinjam jatuh tempo pada tahun kena di anggar pada kelompok biaya jenis keluar daerah obyek bayar pokok pinjam,jumlah pinjam akhir pada tahun kena di anggar pada kelompok biaya jenis keluar daerah obyek bayar pokok pinjam,permen-29-2002-5.pdf,permen-29-2002-5.pdf,selaras,"Jumlah pinjaman yang jatuh tempo pada tahun
berkenaan dianggarkan pada Kelompok Pembiayaan,
Jenis Pengeluaran Daerah, Obyek Pembayaran Pokok
Pinjaman.","Jumlah pinjaman yang berakhir pada tahun
berkenaan dianggarkan pada Kelompok Pembiayaan,
Jenis Pengeluaran Daerah, Obyek Pembayaran Pokok
Pinjaman."
kelola uang daerah jabat pegang kuasa guna anggar belanja daerah,unit tata usaha bantu di maksud pada ayat 1 dan cara administratif tanggung jawab kepada kepala bagi administrasi dan cara fungsional tanggung jawab kepada meneg lh dan sesmen dan para deputi dan dan para staf ahli sesuai dengan bidang tugas,permen-29-2002-5.pdf,permen-9-2001-5.pdf,netral,"Pengelola Keuangan Daerah adalah pejabat pemegang
kekuasaan penggunaan anggaran Belanja Daerah.","Unit Tata Usaha Perbantuan sebagaimana dimaksud pada ayat (1), secara administratif bertanggung
jawab kepada Kepala Bagian Administrasi dan secara fungsional bertanggung jawab kepada Meneg LH,
Sesmen, para Deputi, dan para Staf Ahli sesuai dengan bidang tugasnya."
sumber dana kerja sama asal dari hasil sepakat di pakat dalam naskah sepakat kerja sama dan sesuai dengan tentu atur undang undang,sumber dana kerja sama bukan asal dari hasil sepakat di pakat dalam naskah sepakat kerja sama dan sesuai dengan tentu atur undang undang,permen-2-2021-5.pdf,permen-2-2021-5.pdf,kontradiksi,"Sumber dana Kerja Sama berasal dari hasil kesepakatan yang
disepakati dalam Naskah Kesepakatan Kerja Sama dan sesuai
dengan ketentuan peraturan perundang undangan.","Sumber dana Kerja Sama bukan berasal dari hasil kesepakatan yang
disepakati dalam Naskah Kesepakatan Kerja Sama dan sesuai
dengan ketentuan peraturan perundang undangan."
naskah sepakat kerja sama cakup materi sepakat sifat pokok atau prinsip dan atau implementatif,tuju di maksud dalam ayat 8 di terbit lambat lambat 10 puluh hari kerja sejak mohon telah lengkap dan benar di terima,permen-2-2021-5.pdf,permen-38-1999-5.pdf,netral,"Naskah Kesepakatan Kerja Sama mencakup materi
kesepakatan yang bersifat pokok atau prinsip dan/atau
implementatif.","Persetujuan sebagaimana dimaksud dalam ayat (8) diterbitkan selambat-lambatnya 10
(sepuluh) hari kerja sejak permohonan yang telah lengkap dan benar diterima."
tentu kena bentuk dan isi dan dan waktu lapor di maksud pada ayat 1 dan ayat 2 dan dan ayat 3 di atur dengan atur bp tapera,tentu kena bentuk dan isi dan dan waktu lapor di maksud pada ayat 1 dan ayat 2 dan dan ayat 3 di atur dengan atur bp tapera,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,"Ketentuan mengenai bentuk, isi, dan waktu pelaporan sebagaimana dimaksud pada ayat (1), ayat (2), dan ayat (3) diatur dengan Peraturan BP Tapera.","Ketentuan mengenai bentuk, isi, dan waktu pelaporan sebagaimana dimaksud pada ayat (1), ayat (2), dan ayat (3) diatur dengan Peraturan BP Tapera."
